Région,Sexe,Période,ICD-10,Type cancer,Nombre de cas ,Taux brut , Taux standardisé ,lower 95% ,upper IC 95%
Suisse,Femmes,2013,"C38.4,C45.0",Plèvre,22,0.5,0.3,0.2,0.6
Suisse,Femmes,2013,C40-41,"Os, Articulations, Cartilage",43,1.1,1,0.7,1.4
Suisse,Femmes,2013,C43,Mélanome,1235,30.2,22.9,21.3,24.5
Suisse,Femmes,2013,"C47,C49",Tissus mous,118,2.9,2.2,1.8,2.8
Suisse,Femmes,2013,C50,Sein,6097,148.9,112.4,109,115.9
Suisse,Femmes,2013,C53,Col de l'utérus,256,6.3,5.2,4.5,6.1
Suisse,Femmes,2013,C54-55,Corps de l'utérus,912,22.3,15.8,14.6,17.2
Suisse,Femmes,2013,C56,Ovaire,620,15.1,10.5,9.5,11.6
Suisse,Femmes,2013,C64,Rein,316,7.7,5.3,4.6,6.1
Suisse,Femmes,2013,C67,Vessie,271,6.6,3.8,3.2,4.4
Suisse,Femmes,2013,"C65-66,C68",Autres organes urinaires,82,2,1.2,0.9,1.6
Suisse,Femmes,2013,C69,Œil,21,0.5,0.4,0.2,0.6
Suisse,Femmes,2013,C70-72,Cerveau et Système nerveux central,239,5.8,4.8,4.1,5.7
Suisse,Femmes,2013,C73,Thyroïde,517,12.6,11.5,10.4,12.7
Suisse,Femmes,2013,C81,Lymphome de Hodgkin,127,3.1,3.1,2.5,3.8
Suisse,Femmes,2013,"C82-86,C96",Lymphome non hodgkinien,639,15.6,10.8,9.8,11.9
Suisse,Femmes,2013,C90,Myélome multiple,232,5.7,3.6,3,4.2
Suisse,Femmes,2013,C91-95,Leucémie,415,10.1,7,6.1,7.9
Suisse,Femmes,2013,C91,Leucémie lymphoïde,210,5.1,3.5,2.9,4.2
Suisse,Femmes,2013,C92-94,Leucémie myéloïde,201,4.9,3.4,2.9,4.1
Suisse,Femmes,2013,Other_C-code,Autres localisations du cancer,751,18.3,11.1,10.1,12.2
Suisse,Femmes,2013,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),18722,457.3,326.6,320.8,332.4
Suisse,Femmes,2014,C00-14,Cavité buccale et pharynx,357,8.6,6.2,5.5,7
Suisse,Femmes,2014,C15,Œsophage,153,3.7,2.4,2,2.8
Suisse,Femmes,2014,C16,Estomac,311,7.5,4.5,4,5.1
Suisse,Femmes,2014,C17,Intestin grêle,107,2.6,1.6,1.3,2
Suisse,Femmes,2014,C18-20,Côlon et Rectum,1929,46.6,29.2,27.7,30.7
Suisse,Femmes,2014,C21,Anus et Canal anal,150,3.6,2.7,2.3,3.3
Suisse,Femmes,2014,C22,Foie,202,4.9,3,2.6,3.6
Suisse,Femmes,2014,C23-24,Vésicule et voies biliaires extra-hépat.,184,4.4,2.7,2.3,3.2
Suisse,Femmes,2014,C25,Pancréas,642,15.5,9.5,8.7,10.4
Suisse,Femmes,2014,C32,Larynx,40,1,0.7,0.5,1
Suisse,Femmes,2014,C33-34,"Poumon, Bronches, Trachée",1633,39.4,27.4,26,29
Suisse,Femmes,2014,"C38.4,C45.0",Plèvre,33,0.8,0.5,0.3,0.8
Suisse,Femmes,2014,C40-41,"Os, Articulations, Cartilage",43,1,1,0.7,1.4
Suisse,Femmes,2014,C43,Mélanome,1307,31.6,24,22.6,25.5
Suisse,Femmes,2014,"C47,C49",Tissus mous,96,2.3,1.9,1.5,2.4
Suisse,Femmes,2014,C50,Sein,5950,143.7,108.2,105.1,111.3
Suisse,Femmes,2014,C53,Col de l'utérus,249,6,5.1,4.4,5.9
Suisse,Femmes,2014,C54-55,Corps de l'utérus,897,21.7,15.6,14.4,16.7
Suisse,Femmes,2014,C56,Ovaire,608,14.7,10.5,9.6,11.5
Suisse,Femmes,2014,C64,Rein,292,7,4.9,4.3,5.6
Suisse,Femmes,2014,C67,Vessie,291,7,4.3,3.7,4.9
Suisse,Femmes,2014,"C65-66,C68",Autres organes urinaires,74,1.8,1,0.8,1.3
Suisse,Femmes,2014,C69,Œil,22,0.5,0.4,0.2,0.6
Suisse,Femmes,2014,C70-72,Cerveau et Système nerveux central,227,5.5,4.3,3.7,5
Suisse,Femmes,2014,C73,Thyroïde,599,14.5,12.8,11.7,14
Suisse,Femmes,2014,C81,Lymphome de Hodgkin,92,2.2,2.2,1.7,2.7
Suisse,Femmes,2014,"C82-86,C96",Lymphome non hodgkinien,738,17.8,12.2,11.2,13.2
Suisse,Femmes,2014,C90,Myélome multiple,239,5.8,3.7,3.2,4.3
Suisse,Femmes,2014,C91-95,Leucémie,429,10.4,7.5,6.7,8.4
Suisse,Femmes,2014,C91,Leucémie lymphoïde,213,5.1,3.9,3.3,4.5
Suisse,Femmes,2014,C92-94,Leucémie myéloïde,206,5,3.6,3,4.2
Suisse,Femmes,2014,Other_C-code,Autres localisations du cancer,811,19.6,11.6,10.7,12.6
Suisse,Femmes,2014,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),18704,451.7,321.6,316.5,326.9
